BGLX_DICCH	Glycosyl hydrolase 3
BGLX_SALTY	Glycosyl hydrolase 3
BGLX_ECOLI	Glycosyl hydrolase 3
CEL3A_MAGO7	Glycosyl hydrolase 3
CEL3B_MAGO7	Glycosyl hydrolase 3
GLUA_DICDI	Glycosyl hydrolase 3
NAG3_CELFI	Glycosyl hydrolase 3
AGDC_ASPCL	Glycosyl hydrolase 31
AGDC_ASPFC	Glycosyl hydrolase 31
AGDC_ASPFU	Glycosyl hydrolase 31
AGDC_ASPTN	Glycosyl hydrolase 31
AGDC_EMENI	Glycosyl hydrolase 31
AGDC_NEOFI	Glycosyl hydrolase 31
AGDC_ASPOR	Glycosyl hydrolase 31
AGDC_ASPFN	Glycosyl hydrolase 31
